	A1-100-normal	A1-20-normal	A1-40-normal	A1-60-normal	A1-80-normal	A3-100-normal	A3-20-normal	A3-40-normal	A3-60-normal	A3-80-normal	A5-100-normal	A5-20-normal	A5-40-normal	A5-60-normal	A5-80-normal	B1-100-normal	B1-20-normal	B1-40-normal	B1-60-normal	B1-80-normal	B3-100-normal	B3-20-normal	B3-40-normal	B3-60-normal	B3-80-normal	B5-100-normal	B5-20-normal	B5-40-normal	B5-60-normal	B5-80-normal	C1_FDSW202534412-1r	C1-100-normal	C1-20-normal	C1-40-normal	C1-60-normal	C1-80-normal	C3-100-normal	C3-20-normal	C3-40-normal	C3-60-normal	C3-80-normal	C5-100-normal	C5-20-normal	C5-40-normal	C5-60-normal	C5-80-normal	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	DD1_FDSW220008388-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	DY2_FDME210438600-1b	DY6_FDME210438604-1r	DY7_FDME210438605-1r	E10_FDSW202534389-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	E20_FDSW202534390-1r	E5_FDSW202534388-1r	E50_FDSW202534391-1r	LYG1_FDME210455382-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	N10_FDSW202534407-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	N20_FDSW202534408-1r	N5_FDSW202534406-1r	N50_FDSW202534409-1r	NB1_FDME210455352-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	S10_FDSW202534395-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	S20_FDSW202534396-1r	S5_FDSW202534394-1r	S50_FDSW202534397-1r	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	W10_FDSW202534401-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	W20_FDSW202534402-1r	W5_FDSW202534400-1r	W50_FDSW202534403-1r	WZ1_L1	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	YC1_FDME220007405-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	ZH1_FDSW220008784-1r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r
SD_QD_2023_07_100_ultra_bin_1	0.991105621	0	1.641828502	3.092805851	2.43900165	3.450552046	2.222130116	1.530858008	3.760526413	4.403555693	0	0	2.235592556	3.062955781	1.717559425	1.234893285	1.295840762	1.747434412	4.367455947	4.733327482	0.95279442	1.017603056	2.884574805	2.72433457	2.518486698	0.981460611	2.66866248	4.78957547	1.051959026	3.740054079	0	1.407972743	1.658409929	4.148487859	2.2780151	2.502537321	1.913941504	0.956460924	3.775132463	3.080516393	3.271195219	1.380234748	0	1.985830864	2.407146112	1.683678786	0	0	0	0	0	0	0	1.50457901	0.986031229	0	0	0	0	0	0	0	0	0.923372028	0	0	1.527956378	1.607217725	0.962512152	0	1.076638737	0	1.972296853	0	1.596965201	0.854791273	0	1.20401479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95206192	0	1.067522131	0.856333274	1.068667576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.220173592	0	0	1.245689505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_100_ultra_bin_3	0	0	1.075984373	0	0	0	1.094509149	0	0.984892095	0	1.152843631	1.994864597	2.359852484	1.004416706	0	1.165529998	1.921368039	1.383790123	1.542863976	2.337610923	1.547537143	3.253772006	2.168187892	0	0	0	1.790510246	1.198510295	1.540157582	1.223422829	0	0.952077896	1.618121942	1.664433604	0	0.987516397	0	1.717457361	2.377810158	0	1.031651163	0	1.795016036	0	1.253525149	0	0	1.428818084	1.210558766	0	0	0	0	1.16614193	0	0.916564765	0	0.913308189	0	0	0	1.478433707	0.960214672	0.862453547	0	0	0	1.263357108	1.057364299	0	0	0	1.496613404	0	1.088337356	1.579399109	1.009220757	2.624558827	1.160207547	0.880594302	0	1.147755096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.021989448	0	0	0	0	1.403237312	0	0	0	0	0	0	0	0	1.369877683	1.031914708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.930492683	0	0	0	0	0	0	0	0	0	1.329340629	1.193877731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_40_ultra_bin_12	3.928730016	8.650404163	13.15996737	6.100288507	2.435631358	7.073018058	13.12800927	9.277376949	10.65868121	8.155251329	2.867928285	5.726107975	16.04686649	5.809789564	5.567452741	11.62328398	7.209168886	5.595169912	11.24507695	44.44085646	4.390104813	6.389966248	23.59816366	6.060304275	4.477086468	4.712329035	20.43313372	13.28639297	6.464700316	9.962187039	0	4.618241951	31.0188682	24.4075556	6.578341903	7.215564068	3.954690443	5.490665317	11.30550419	5.554939959	4.709404175	4.616362521	4.265448396	12.93562038	16.83368505	2.634059618	3.71709584	10.52227026	3.631123722	2.465673835	2.289386205	2.783175829	2.827425843	13.274614	2.604274033	9.538651912	2.000068019	6.580484036	2.66933591	1.186709641	2.599346219	3.213789062	4.00632517	2.568087667	3.653566967	4.608348812	2.106478104	2.675136825	3.029803614	3.918388308	0	1.347279587	16.61376557	2.795903719	2.92918148	2.593479856	1.634942607	11.60947269	0.992911596	1.361920729	0	1.074164771	0	0	0	0.990471003	5.806966749	2.794586964	0	1.284193206	0	0	0	0	0	0	0	0.763115915	0	0	0	0	0	0	0	0	0	0	0	0	0.940174453	0	0	0	0.914610703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.096529063	0	0	0	2.027486741	4.084310231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_40_ultra_bin_16	0	0	0	1.227248406	0	0	1.016916057	0	1.505596464	1.506503394	0	1.026902826	1.566894561	1.209508347	0	0.935221238	0.838967842	1.206349933	1.984142108	3.076009907	0	1.180879655	1.97805943	1.016410306	1.305105784	0	2.14091077	1.68545229	0	2.374793711	1.468433341	0	1.362593415	1.944991325	0	0	0	1.105095541	1.513870843	1.647167023	1.332526974	0.807646605	0	0	1.193633317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.097405478	0	0	0	1.63819575	1.34122625	1.065884455	0	0	0	1.217504615	2.706095011	2.769730367	1.150773937	1.116766724	1.167970933	1.240873558	0.921071786	1.554884476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.005005042	1.504326098	1.54656121	1.719474039	1.54725568	3.876038021	0	0	0	1.046601436	0	0	0	1.466690371	4.274311749	3.34281702	1.237449363	1.420111282	2.650922845	0	0	0	0	0	0	0	0	1.065365153	1.303841135	2.20392892	2.132279253	1.944888305	1.123532974	0	0	0	0	0	0	0	1.350956966	1.40146323	1.284044679	1.37665968	1.530088308	1.056855406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_40_ultra_bin_3	1.961441364	0	1.582883564	3.130083063	3.033290035	3.304752084	2.016654119	1.799684431	3.896288776	4.958681589	1.231756037	1.202090775	2.012983614	3.282754459	2.406628429	2.046565927	1.841630904	2.852800835	4.203199803	3.34660411	1.161614173	1.303079493	2.676674461	2.506406777	3.826656341	2.357293232	3.444690703	4.796240171	1.439755525	3.525446557	0	0.893102796	1.858610113	3.370731974	2.370381876	3.384219483	2.24631363	1.361679052	3.536413151	3.653776167	3.850781108	2.124279882	1.22573801	2.819471554	2.553364619	1.60434974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.212962	0	0	0.908202224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_60_normal_bin_5	1.372035794	0	2.445641548	3.720812712	2.613625341	4.108142831	2.750550811	1.280046846	5.492369633	4.923641904	1.113016656	0	3.872933212	4.419775345	2.608479371	1.60746203	1.296174974	2.371532828	7.295594793	5.755682035	1.003758792	1.518023369	3.667458048	4.154232892	4.692158326	1.417823432	4.201595557	5.63705415	1.161310127	4.884124636	2.019428228	0.921707662	2.895047628	5.633462986	4.920303288	3.832809867	2.776072277	1.02671267	3.836426765	6.542983833	5.089566528	2.324191514	1.054843741	3.397393445	4.10063825	2.139082582	0	1.26572405	1.317110621	0	0	0	0	2.166383088	1.851540475	1.818784938	1.48080886	1.438614155	0	1.019001444	1.305748976	1.434434709	1.642389973	3.732467148	0	1.305429474	2.125013202	3.849045563	3.267537389	2.047883645	1.26471907	0	2.195360915	1.497047391	4.891313772	3.907460868	0.960852747	1.498731001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.725639153	1.013934958	1.903864662	2.310372222	2.271690289	0.982274719	0	0	0	0	0	0	0	2.545365774	1.11325496	1.459623538	1.301983572	2.737841796	1.010483464	0	0	0	0	0	0	0	0	1.829569241	1.591579822	1.68864064	1.978382372	2.462002669	1.596068154	0	0	0	0	0	0	0	1.58642443	3.016597201	2.372887803	2.025014321	2.507370612	1.601901292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_60_ultra_bin_7	4.157762257	1.272766852	4.244914298	6.480409756	6.0805268	4.827466224	5.298177928	3.705670743	11.25136066	11.14810622	2.467771681	2.002301076	8.054999343	9.357783208	5.214263761	3.252581721	3.094403855	5.622862788	10.2009483	11.95271661	2.535116286	2.568370807	6.819110393	8.346250666	9.698593257	4.075986865	7.286267912	11.51178684	3.183874719	10.26483623	2.21580992	1.664933653	8.166380297	11.41682182	7.46116118	5.934699825	3.252282977	2.642074625	7.497346297	9.521558998	9.962268375	4.567643133	2.67108124	6.638473867	8.044990218	2.904282774	1.912358764	1.97364466	1.920041516	1.73247396	1.27652478	2.194631172	1.236345604	5.3860931	1.273586406	2.088160121	2.048219622	2.515915684	2.393286829	2.341495393	1.505145722	2.051967274	2.970138736	4.547987984	2.877306736	2.830376568	2.098339275	5.012499924	4.165531265	2.97413372	1.046941834	1.337033406	0	2.553983408	3.934783634	5.257443808	2.426288978	1.477847789	1.820589258	1.867104451	1.53609908	1.310238857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56634761	1.992306615	2.352048151	2.684865095	2.694328959	2.500085913	0	0	0	0	0	0	0	3.312603616	2.38045124	1.967241456	1.546748911	2.116895207	2.291971305	0	0	0	0	0	0	0	0	1.940378028	1.514020782	1.706965891	1.909538213	2.183842624	1.677918575	0	0	0	0	0	0	0	1.845434609	2.048495379	2.297058567	1.756902123	2.355866476	1.627924214	0	0	0	0	0	0	0	0	0	1.22861786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_normal_bin_13	3.258179952	0	3.463606282	4.107268332	3.960579654	4.31266681	3.224931964	2.539869018	7.904546548	7.749885554	1.990241996	1.636041918	4.720887398	5.415874067	4.580116909	2.066105712	2.033952929	4.051998369	6.589619154	7.69860053	1.710710962	1.78420853	3.731661651	5.074087369	6.642778222	3.842589887	4.423157181	7.650134017	2.064008664	6.91665932	1.013157298	2.259515788	4.286149984	6.112372123	5.322553991	5.19462043	2.979433002	1.701024628	5.630397751	6.809589213	6.958716604	3.682415361	2.088072993	5.158744782	4.974268288	3.447860597	0.900902439	0	0.947317926	0	0	0	0	2.488217421	0	0.796667296	0.908168994	0.969351823	0	0	0	0	0	1.905138953	1.151952164	1.095461176	1.095120829	2.371524878	1.974952618	1.109988362	0	0	0	1.227894723	1.560301783	2.073588181	1.220182429	0	1.01339924	1.093103023	1.005626211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.228686377	1.283529495	1.609649273	1.568890868	1.415539243	1.14048301	0	0	0	0	0	0	0	1.706590102	1.348360014	1.210943295	0	1.131423769	0.958168829	0	0	0	0	0	0	0	0	1.125580293	1.117917012	0.934804123	0.961591915	1.208193413	0	0	0	0	0	0	0	0	0	1.165527071	0	0.942051367	1.210976179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_normal_bin_14	3.853165095	1.00466972	3.737218727	6.184038436	5.4436746	4.228212287	5.365568601	3.193194089	10.9804958	10.71878585	2.51974186	1.944706214	7.947740035	8.082502072	5.47042267	2.648638102	2.794968864	5.211888683	9.541851166	12.22593559	2.022491651	2.269900537	6.392399378	7.506722784	9.552227877	3.841984188	7.135878279	10.86481112	2.902454195	9.62923512	2.470563433	2.012500932	7.945818133	10.81051877	6.808781239	6.153056295	3.141369937	2.594415751	7.219318875	10.36277775	9.967051066	4.126358011	2.727423227	6.701107696	7.581511737	2.890668509	1.966971997	2.182505846	1.802911374	1.690953861	1.058955466	2.333752282	1.28739677	5.065146771	1.40149087	1.756213991	2.250234505	2.584129966	2.529280358	2.68224202	1.585425648	2.127536958	2.529226888	4.281600374	2.949793737	2.664097994	1.57504513	5.256533422	4.536582604	2.948933474	0	1.382634719	0	2.944994263	3.750994073	4.314329106	2.090730779	1.500435673	1.601450729	1.858507951	1.399519627	1.328683403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.764566122	2.075920018	2.304353354	3.09656841	2.357891683	2.122315141	0	0	0	0	0	0	0	3.583332765	2.619525765	2.536698766	1.549507397	2.149243261	1.983018496	0	0	0	0	0	0	0	0	2.188494946	1.495944393	1.608967159	1.720505063	1.871766979	1.762004089	0	0	0	0	0	0	0	1.708212157	2.4070979	2.043617489	1.737299093	2.121933516	1.444689252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_normal_bin_18	1.807861909	0	1.950922041	1.993848045	2.764194227	2.656641694	2.228567863	1.180848749	3.827759834	5.172205175	1.082727088	1.177579439	2.813142794	3.503469202	2.805135574	1.11779359	1.546402364	2.369561421	4.41234004	5.47658336	1.119016749	0.852349741	2.760370087	3.241750919	4.36348888	1.748927759	2.94793195	4.472898035	1.202358297	4.778073843	0	1.319170414	3.137074763	4.8147232	3.686936109	3.511577408	1.619363108	1.408624515	3.990133323	4.143342423	4.74759578	2.242550929	1.162221699	3.158448543	2.513461691	2.230278636	0	0.990585181	0.992526596	0	0	1.113491475	0	1.340341939	0	1.073760533	0	0	0	0.744295218	0	0	0	1.78144457	0.950567186	0.908437698	1.061151679	1.895046111	1.676743014	1.045972384	0	0	0	1.386759508	1.86977145	2.222043399	0.878399173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903836457	0.821761089	0.799467224	0.994067786	0	0.823234976	0	0	0	0	0	0	0	0	0	0	0	0.900042812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_ultra_bin_14	1.65053643	0.907883723	1.454975293	3.758195864	2.056345352	2.116707172	1.798848392	1.27646016	7.75808656	6.380689392	1.259710571	1.273490915	5.291607021	4.712730076	2.709105604	1.758048391	1.627469782	2.720394364	7.847122583	3.977526038	0.903303773	1.422516171	2.813057749	3.79112718	5.942168816	2.57449398	3.350213515	6.0007353	1.666299148	6.226242638	0	0	1.946748571	4.852829633	3.165992247	3.17537499	0.923842194	1.552081978	4.232583341	6.423670529	5.26062755	1.782502172	1.564476125	3.941699353	3.558722384	0.814792954	0	0	0	0	0	0.948960729	0	1.206860376	1.105199343	1.423471075	0.987522021	0	1.1504092	0	0	0.974531927	1.096870494	0.898675081	1.568854427	0	0	0	1.348017525	1.26855308	0	0	0	0	0.828204773	0.822940775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.369794838	0	0	4.812195512	0	0	0	0	0	0	0	0	0	0	0.868308571	0	0	0	0.78741109	0.982046874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.858375427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_ultra_bin_15	1.810333281	0	1.714028018	2.974354862	2.907658461	3.31502086	2.747418743	2.578531674	4.636314954	4.414927547	1.279834672	1.099884354	2.218317952	2.482763465	2.987047109	2.019887151	1.682599303	2.544891868	4.443616104	3.808159849	1.528266818	1.456322994	2.543827387	2.975465922	4.00524789	1.874291085	4.36237543	4.641379698	1.449191517	4.950925485	0	0	1.692611127	3.467182063	3.563878151	3.168233585	2.281065266	1.479447542	3.256821671	3.846562473	3.655534713	2.183603712	1.316896335	2.660844444	2.625475162	1.886237763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901160491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.184077846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_ultra_bin_21	0.973998218	0	0	1.322770338	1.314876041	1.907944226	0	0	2.770877669	2.574127068	0	0	1.77118335	2.188167824	1.69009605	0	0.883002019	1.472580319	2.752123384	2.658166924	0	0	1.524582071	2.820786463	3.345511626	0	1.393907851	3.421251933	0	3.08382973	0	0	1.404181174	2.597811087	1.932015179	2.297043456	0.928295218	0	1.544662217	3.193124039	3.575928785	1.523593439	0	1.807690542	1.929706234	0.817202499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_ultra_bin_3	1.396550486	0	1.419211735	2.499090523	1.759549325	1.629807456	1.476135601	0	5.51291017	4.155622809	0.944525839	0	3.936648884	5.295489812	1.521924339	0	0.755419086	1.294498336	4.610614624	4.161368305	0	0	2.355435545	2.948039598	5.205312088	1.445496793	2.383250223	3.250987169	0	5.411781467	0	0	2.496720211	4.577863856	2.559160355	2.495875278	0	0	1.397997523	4.99771428	3.946904863	1.104180492	0	2.005283062	2.47166727	0.892829281	0	0	0	0	0	0	0	1.134665012	0	0	0	0	0	0	0	0	0	0	0	0	0	1.011560788	0	0	0	0	0	0	0.963215568	1.680912115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_ultra_bin_7	1.916856125	0	1.64730049	2.196757842	2.278537245	2.066380434	2.538302242	1.593949675	4.53776542	4.946838584	1.076445274	1.420755639	3.498952433	3.603814311	2.454928712	1.062900946	1.432606256	2.442740094	4.102703896	4.692927395	1.226672285	1.100160545	2.971584694	3.056947057	4.573305311	2.080505451	3.351673546	4.466999901	1.068587938	4.533909335	0.993294388	1.554086364	3.817484118	4.631782088	3.971443618	3.486238365	1.45283619	1.251490471	3.787038344	4.141622938	4.499315387	2.421646734	1.278242605	3.373207939	3.010873932	2.005319194	0	1.003437131	0	0	0	1.024695583	0	1.623217141	0	0.932635982	0	0	0	0.732631376	0	0	0	1.630177574	0	1.115875961	0.983474451	2.169114591	1.774906788	0.937899115	0	0	0	1.287856735	1.877384686	2.215880393	1.151544116	0.844727569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.842166761	0	0.934312112	0.920422182	0	0.85038152	0	0	0	0	0	0	0	1.15647203	0.946191211	0	0	0.900099502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.435000362	4.605863708	5.206642789	2.377261895	2.656856714	6.405800689	6.431832251	5.063383052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.399687197	0	0	0	0	0	0.854358235	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.819144727	11.32257182	15.85943388	11.989642	0	9.570505737	5.970739372	1.703576582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.349920888	5.405586654	4.810550412	2.83903828	1.64875566	5.257841044	7.768803687	4.839530652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706506523	0	0.879337495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.773664921	5.146875885	7.363769236	2.413586824	1.10647673	6.417692959	7.458192207	2.533980628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.923496063	7.912905071	7.030068862	3.499648842	3.924203534	11.1071289	11.66569215	7.916821612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
