	BH10_FDSW220017130	BH12_FDSW220017132	BH14_FDSW220017134	BH15_FDSW220017135	BH2_FDSW220017122	BH4_FDSW220017124	BH6_FDSW220017126	BH8_FDSW220017128	C1_FDSW202534412	CXD_0204_FDSW210423206	CXD_0209_FDSW210423211	CXD_0210_FDSW210423212	CXD_0213_FDSW210423215	CXD_0214_FDSW210423216	CXD_0215_FDSW210423217	CXD_0801_FDSW210423161	CXD_0802_FDSW210423162	CXD_0803_FDSW210423163	CXD_0804_FDSW210423164	CXD_0805_FDSW210423165	CXD_0807_FDSW210423167	CXD_1001_FDSW210423173	CXD_1003_FDSW210423175	CXD_1004_FDSW210423176	CXD_1007_FDSW210423179	CXD_1009_FDSW210423181	CXD_1015_FDSW210423187	CXD_1201_FDSW210423188	CXD_1202_FDSW210423189	CXD_1203_FDSW210423190	CXD_1213_FDSW210423200	CXD_1214_FDSW210423201	CXD_1215_FDSW210423202	CXD_1401_FDSW210423218	CXD_1402_FDSW210423219	CXD_1408_FDSW210423225	CXD_1412_FDSW210423229	CXD_1414_FDSW210423231	CXD_1415_FDSW210423232	CXD_1604_FDSW210423236	CXD_1609_FDSW210423241	CXD_1610_FDSW210423242	CXD_1611_FDSW210423243	CXD_1612_FDSW210423244	CXD_1613_FDSW210423245	DD1_FDSW220008388	DD13_FDSW220008400	DD3_FDSW220008390	DD5_FDSW220008392	DD7_FDSW220008394	DD9_FDSW220008396	DY10_FDME210438608	DY11_FDME210438609	DY13_FDME210438611	DY15_FDME210438613	DY2_FDME210438600	DY6_FDME210438604	DY7_FDME210438605	E10_FDSW202534389	E100_FDSW202534392	E150_FDSW202534393	E20_FDSW202534390	E5_FDSW202534388	E50_FDSW202534391	LYG1_FDME210455382	LYG11_FDME210455392	LYG13_FDME210455394	LYG3_FDME210455384	LYG5_FDME210455386	LYG6_FDME210455387	LYG7_FDME210455388	N10_FDSW202534407	N100_FDSW202534410	N150_FDSW202534411	N20_FDSW202534408	N5_FDSW202534406	N50_FDSW202534409	NB1_FDME210455352	NB11_FDME210455362	NB12_FDME210455363	NB15_FDME210455366	NB2_FDME210455353	NB4_FDME210455355	NB6_FDME210455357	NB7_FDME210455358	S10_FDSW202534395	S100_FDSW202534398	S150_FDSW202534399	S20_FDSW202534396	S5_FDSW202534394	S50_FDSW202534397	ST1_FDME220007465	ST10_L1	ST12_L1	ST13_L1	ST15_L1	ST3_L1	ST7_FDME220007471	ST9_L1	SY11_FDME210455407	SY12_FDME210455408	SY13_FDME210455409	SY15_FDME210455411	SY3_FDME210455399	SY7_FDME210455403	SY9_FDME210455405	W10_FDSW202534401	W100_FDSW202534404	W150_FDSW202534405	W20_FDSW202534402	W5_FDSW202534400	W50_FDSW202534403	WZ1_L1	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471	WZ3_L1	WZ5_L1	WZ7_FDME210455463	XM10_FDME220007444	XM12_FDME220007446	XM14_FDME220007448	XM15_FDME220007449	XM2_FDME220007436	XM4_FDME220007438	XM6_FDME220007440	XM8_FDME220007442	YC1_FDME220007405	YC11_FDME220007415	YC13_FDME220007417	YC15_FDME220007419	YC3_FDME220007407	YC5_FDME220007409	YC7_FDME220007411	YC9_FDME220007413	ZH1_FDSW220008784	ZH11_FDSW220008794	ZH13_FDSW220008796	ZH15_FDSW220008798	ZH3_FDSW220008786	ZH5_FDSW220008788	ZH7_FDSW220008790	ZH9_FDSW220008792
SD_QD_2023_07_100_ultra_bin_12	0	0	0	0	0	0	0	0	5.947209611	11.35525342	13.12189295	8.478346025	5.706166659	5.3216834	7.922692842	3.907394818	8.783058884	2.653404562	5.686706837	3.873653029	8.475237451	11.24884657	8.102342472	7.152377801	6.864917628	15.15811249	14.00535358	13.64184889	8.249769792	5.492019748	16.44567176	16.84991547	10.26972303	2.713858721	3.054634486	6.508124004	7.330878005	11.97808002	12.58450108	4.928775708	7.514719465	5.017446173	4.187821189	4.754553262	3.953397978	0	0	0	0	0	0	0	0	0	0	0	0	0	8.808539985	4.168108949	7.297793653	7.402560787	8.659736059	3.851796263	0	0	0	0	0	0	0	6.218096684	5.670511542	9.876210256	3.886073471	6.990651574	2.08491434	0	0	0	0	0	0	0	0	4.576571717	4.371826834	5.822144429	5.80292495	6.394384557	4.407490178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.468106084	6.71281494	5.761538536	6.196959903	5.946156201	5.746956775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.316386083	3.693218169	1.335387798	1.230542483	1.285637242	2.761343611	1.241544852	1.594741733	0	0	0	0	0	0	0	0
SD_QD_2023_07_20_normal_bin_4	0	0	0	0	0	0	0	0	2.603573245	4.489099367	3.517931851	5.98767303	3.12887263	3.946132642	4.280939154	2.35670121	8.305323359	0	5.206939597	1.750214783	4.161668256	3.106954771	4.763214999	4.145944379	2.13522795	10.4701101	9.879009177	3.83032964	3.29236785	0.98388143	17.66818333	23.02329211	8.170402599	0	0	0	1.742201853	5.738914386	5.568221005	2.43622737	0	0	1.020358065	3.163468115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.468593916	1.169398879	0	1.780403854	2.913001311	1.618994887	0	0	0	0	0	0	0	2.971344882	1.927867485	2.523216819	2.864734851	2.470309364	1.051641411	0	0	0	0	0	0	0	0	1.749402145	2.960266144	6.6950261	2.517311767	2.119566612	2.110047738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.060207805	2.241539222	1.211005323	2.148722348	1.97845144	2.328903541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_40_normal_bin_12	0	0	0	0	0	0	0	0	2.114092251	4.622146825	14.33651796	4.716046184	2.837950335	3.017947586	5.503097753	2.562495537	5.633180431	4.408552498	6.242053634	4.588022127	6.108768406	6.674438038	5.531557348	4.988362716	10.17506511	15.7435711	10.91892231	6.956078209	4.504238698	3.083505663	8.411436508	11.19878704	7.921900807	1.349924738	1.774861271	1.673817638	2.236221306	6.883832508	5.273810419	1.6854199	4.661969042	1.898101839	2.5772261	1.79839858	2.021040343	0	0	0	0	0	0	0	0	0	0	0	0	0	2.449898727	0.889924987	1.014874414	1.690754705	2.465685253	1.950782364	2.740487803	0	2.47059455	2.680726575	1.51986349	2.061528578	1.728432909	1.907108034	2.148026792	2.580623656	1.318830758	3.064673785	0.99328321	0	0	0	0	0	0	0	0	1.481512104	3.040986075	3.997065096	2.785903044	1.710532549	1.992443153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.428986803	3.996817166	3.108833348	2.488425235	2.542548704	2.346543166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_40_ultra_bin_1	0	0	0	0	0	0	0	0	34.62491581	28.32582864	44.91959895	51.46577438	30.8960424	33.81286572	36.01260616	17.49631247	47.64263867	12.0659984	24.20602959	15.88329648	16.4729064	25.28940457	24.9256853	16.08873266	26.30717661	41.24165578	44.87500055	36.0580047	26.08347088	24.61452369	64.70767638	52.67111479	24.41562418	10.87782977	14.22510751	7.068554691	32.5826981	40.13535943	76.08586743	17.1785838	20.60717974	12.29151881	9.98334686	12.14001109	11.28693685	0	0	0	0	0	0	0	0	0	0	0	0	0	39.73555766	17.38063293	25.65036486	43.60276767	38.18850522	24.24346199	0	0	0	0	0	0	0	39.92272182	29.70791904	44.59622848	20.75686498	36.91166566	17.43398261	0	0	0	0	0	0	0	0	26.71567791	17.87028999	27.12124723	28.89475823	28.08746318	19.21430519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.67659624	28.6890736	15.59681336	30.20291735	26.17661278	26.33268501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_40_ultra_bin_10	0	0	0	0	0	0	0	0	5.533554448	5.177167821	5.419958553	5.955894768	7.235090954	6.867817044	7.646138176	2.56604363	8.357786586	1.622814671	4.629789204	4.237846905	4.211683857	8.613410534	12.552939	4.690706402	6.248111233	8.824483236	7.717709752	15.02046602	9.485002907	6.471991813	10.17301509	13.93979661	10.38861863	2.821019384	3.642733976	1.901003095	5.620555705	8.487390882	5.432014287	4.59678594	3.262991565	6.214181206	5.964728016	4.71529137	6.402239277	5.776137901	2.279449996	1.236557905	3.73682349	1.359447915	1.502261765	0	0	0	0	0	0	0	6.738842943	0	2.350334667	4.528688384	6.237888745	0.93185161	13.9874224	3.591284219	25.70202456	0	1.251645642	1.105523148	2.240486778	5.665582261	1.870213069	6.212070589	3.910162901	5.771807379	0	0	0	0	0	0	0	0	0	5.045236895	5.20547748	7.707966634	6.725600685	4.731483759	5.405888056	40.61680953	5.664050024	2.368918576	1.060759018	0.97651742	4.216615803	5.62551882	1.428535278	0	0	0	0	0	0	0	6.35036012	5.771924746	6.01892098	5.586980213	4.68058051	5.856855937	1.42905704	1.786752635	4.403973093	0.98388461	0	1.318792319	1.146215958	0	15.46636715	52.34613371	17.74105781	34.6041407	30.3640237	13.94417904	12.1308122	10.97016245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_40_ultra_bin_11	0	0	0	0	0	0	0	0	15.97286299	21.97801586	18.86547334	17.08040151	13.82831963	14.27407746	20.68962156	11.09238773	14.63700892	8.980826232	11.21949932	13.57143165	14.73624654	19.35547002	15.28257118	13.0002426	17.33052039	20.40849262	27.80654961	28.36382004	21.32915054	17.58392234	27.79706644	28.05406049	21.48320939	10.84320044	13.18346195	10.10597538	14.45522179	24.59142561	28.39152691	19.79567343	14.81676444	19.8123816	18.24026821	14.96446061	14.32474606	0	0	0	0	0	0	0	0	0	0	0	0	0	21.66828868	5.669509885	7.29971151	15.57068483	18.74417361	6.429380262	5.615320138	1.297972171	0	6.336630011	1.000651148	0.827364517	0	19.79863144	11.24633653	17.83233161	11.74706971	16.92898183	4.217791945	1.990418777	3.539750102	4.072127881	4.172380999	0.85926727	2.362581491	2.810089325	2.764177216	12.17453346	13.9592908	15.35743204	14.40234294	14.26288779	12.36249945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.73842102	17.79681752	12.71923779	15.36631455	15.06188464	14.25007413	7.868727503	7.113763259	13.26044525	7.493262432	5.159638778	8.901112973	11.13500443	8.665752624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_60_normal_bin_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.836953742	0	0	0	0	0	0	0	1.273165564	0	0	0	1.004373692	1.121957077	0	0	0	0	0	0	3.394383588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_60_ultra_bin_18	0	0	0	0	0	0	0	0	3.175024073	3.768335597	6.064931927	4.222462632	3.22342859	3.048501487	6.494367686	3.344641731	6.549659642	4.119272746	7.019799296	4.224204448	3.811728491	5.535896899	5.3803281	5.821399516	6.486922237	13.02953169	10.76856724	6.250989751	5.833552014	3.653585155	9.055335861	12.06835253	9.121021813	2.284521822	2.3687877	3.506514329	4.736472259	8.411257875	6.611964662	4.317265393	9.733364618	1.605242018	1.526404206	1.692231964	1.969086989	0	0	0	0	0	0	0	0	0	0	0	0	0	2.745000798	0.842852915	0	1.406538339	2.655990715	2.097863281	2.442918629	3.358398107	0	2.168863356	1.513235927	0	0	2.943375563	2.46352163	3.410710333	1.51231612	4.68760591	1.043288719	0	0	0	0	0	0	0	0	1.07557356	3.560841189	3.491492751	2.417202333	1.917070818	2.665459865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.386540582	4.241549115	3.668752566	3.383552829	2.682055298	2.468010876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_60_ultra_bin_19	0	0	0	0	0	0	0	0	7.131456022	34.18559662	6.736549367	4.023581229	6.889377643	7.853652325	10.24780069	4.335832512	0.915699102	1.828924179	0	8.776270891	11.03396398	61.84154321	11.93318143	16.77992524	7.437980232	11.70947982	14.06441874	52.67378669	45.52289581	5.861523869	12.67746237	12.42475573	22.6114806	1.016898967	2.720599698	0	8.488504397	13.90278657	19.20743498	0	0.917908141	7.81809666	5.834101928	5.951174296	5.976953754	0	0	0	0	0	0	0	0	0	0	0	0	0	10.62539448	4.457698524	5.848757205	8.466487666	8.464771407	5.057936131	0	0	0	0	0	0	0	10.20673113	6.627663322	9.021386682	4.687154524	9.196127525	4.012924478	0	0	0	0	0	0	0	0	5.70666334	6.247855318	5.374449081	6.438152582	6.491229772	5.510203549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.933892414	8.567928221	4.33607971	6.454581256	7.704872673	5.758760843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_60_ultra_bin_2	0	0	0	0	0	0	0	0	0	2.271849201	2.774981457	2.449155957	3.269071933	3.165269373	4.089053993	0	0	2.238058807	1.098980484	1.340433627	1.794871914	5.68845963	3.11091158	2.516959114	2.860527641	5.51838155	6.754377338	5.420220482	3.729129317	0	3.905883512	5.325285497	8.697796124	0	0	0	3.541974733	5.004150344	3.812895847	0	0	2.029023418	1.208472526	1.270310556	2.29465347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.269873905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.994685461	1.250978358	1.155080892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_60_ultra_bin_3	0	0	0	0	0	0	0	0	2.634084096	3.169168137	4.646132534	4.969815516	3.337908032	3.818703615	3.467232259	0	2.452974798	0	2.069978869	1.557986444	1.858317571	2.52766592	3.147061883	2.233112763	2.452865717	3.648462962	3.444862929	2.284550255	2.793468769	1.923543085	3.3848348	4.359684731	3.894712349	0	0	1.820911931	3.304971229	3.050141744	2.899315522	0.958878267	2.212250516	1.579156946	2.257691749	1.979285943	2.264507466	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83662131	1.347225683	1.555545826	2.76324821	2.907764711	1.413056154	0	0	0	0	0	0	0	2.91515937	1.698437311	2.454643725	3.191240851	2.380402051	1.387342207	0	0	0	0	0	0	0	0	2.914347507	2.294060839	2.322490103	2.634638604	2.18800955	2.013886101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.223644338	2.17666086	2.083703123	2.768302708	2.344017244	1.686163809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_normal_bin_3	0	0	0	0	0	0	0	0	0	1.704027122	2.859679833	1.798746273	1.493074294	1.897854572	3.140304174	0	0	2.407916598	1.24367535	1.903667508	2.607787129	5.962121045	2.697783217	2.952250686	5.050367261	6.841616171	8.04522907	5.431181575	3.651795279	1.107356509	4.290723201	5.752600642	8.381249185	0	0	0	3.903204935	5.963884778	5.077854918	0	1.123713197	1.872071465	0	0.926502896	1.347516249	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882482172	0	0	0	0.895509717	0	0	0	3.895128353	1.376762351	0	0	0	0	0.991466036	1.352011695	0	1.537164063	0	0	0	0	0	0	0	0	0	0	1.441031822	1.101244853	1.098990578	0	1.174306378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.171832048	1.742257773	1.832831069	1.014171308	1.220041917	0	1.047733381	2.378340225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_normal_bin_5	0	0	0	0	0	0	0	0	2.560126336	2.032809429	1.518062278	1.224417765	0.997779769	1.085634457	1.448687683	0	1.592298296	0	0	0	0.909675091	1.982396034	1.76109468	0.969832949	1.201285163	1.973209535	2.135747229	2.736993622	2.294924502	1.117545021	2.915561227	2.43173439	1.66188207	0	0	0	1.392149574	2.896034046	3.513162809	0.960002343	0	1.890662359	1.558336365	1.233361961	1.047971109	0	0	0	0	0	0	0	0	0	0	0	0	0	3.590731257	0	0.820919894	2.551081353	2.217986728	0	0	0	0	0	0	0	0	3.388307261	1.074383125	2.332726282	1.372498494	2.520608429	0	0	0	0	0	0	0	0	0	1.907694923	1.270595408	2.106426068	1.78368085	1.767574757	1.220912951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.391002786	2.935979197	1.252568045	2.300783253	2.067732845	2.002215077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_ultra_bin_11	0	0	0	0	0	0	0	0	1.460886616	0	0	0.96795416	0	0	1.727592725	0	0	1.493479603	2.141300186	1.146320346	0	0	1.211351723	0	1.263714567	2.464731543	2.183492699	1.382612067	0	0	2.525669985	3.119076888	2.072891617	0	1.053630394	0	1.624849085	3.992914666	3.283318998	0.955863937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.312521408	0	0	1.28871883	1.773831926	0	0	0	0	0	0	0	0	1.655398046	0.95039567	2.12988634	1.174293583	1.767315926	0	0	0	0	0	0	0	0	0	1.344160454	2.379282184	2.081442306	2.073688541	1.625569436	1.517153911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.662008457	2.652368022	1.569523971	2.53960363	1.248695005	1.969730483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4632686	11.91404635	13.59261318	10.45466691	3.967788053	11.15833834	12.93345395	12.75409595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.761551736	5.445148747	9.733922341	5.247764126	2.825928344	5.244414209	6.443761014	1.272612443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.487279582	0	0	0	0	1.666309185	0	0	0	0	0	1.793809596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.761386928	1.309607324	0	0	0	0	0	0	0	0	0	10.92592969	12.89937123	15.40178265	15.52159743	4.513432795	8.85019611	13.02045868	11.65162761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.65566032	10.68533792	22.79927327	12.65926808	8.509534215	12.48637642	8.722385316	6.247909046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.11098205	27.979778	34.61553003	41.45433494	8.097563782	18.48476606	21.84025073	15.40984327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.305132254	6.570680077	13.82767341	8.023782919	8.491204372	9.907581353	7.140933314	15.6928389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.79859833	14.36649151	18.41133277	14.20102458	3.707971455	14.04152106	15.48185992	11.21545047	0	0	0	0	0	0	24.56747042	3.678416259	1.697660175	0	0	1.498649528	3.751470527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.68354752	33.77789665	64.28850405	25.19818272	43.86868337	35.13370266	38.16136176	56.80709695	11.99862367	35.99263428	10.15298935	19.28837059	21.75737411	9.825069017	5.897326589	6.258787925	6.492672569	6.181146882	6.877193974	5.846489862	6.403038715	5.254852026	5.531720246	5.431586735	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.598457894	4.225402875	9.463317153	3.346738102	3.624470296	3.987202521	5.237712446	6.965607067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.822745413	0.99479707	1.496781747	1.247769434	0	1.177402006	1.232498677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.690725994	6.784420162	15.27192769	5.766328463	13.70019666	8.398075965	8.22787223	9.186349009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.874007903	11.75746617	8.331607017	5.98124769	6.178827127	6.242130041	13.2360711	4.55065254	0	0	0	0	0	0	0	0	0	0	0	0	1.507016331	0	0.905954121	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_15	0	0	0	0	0	0	0	0	3.334260127	1.431070738	3.020212289	1.753502855	0	1.100775099	1.244320361	0	3.347836813	1.199397983	1.072030384	0	1.966388725	2.157271446	2.329877421	1.006387399	4.299062299	4.132253901	5.29917188	2.885335895	1.664361323	3.041303256	7.610753234	5.455593262	2.000111278	0	0	0	2.088659366	5.680255701	6.381443729	2.061221942	1.842002937	4.672215028	4.58262539	4.703426624	4.129547573	0	0	0	0	0	0	0	0	0	0	0	0	0	6.539353557	0	1.705320922	4.62329739	6.309039207	0.855341417	1.734220705	0	0	1.554717765	0	0	0	4.759972428	2.473244286	5.48124511	2.097268611	3.914252762	0	1.10925185	4.646508979	3.790315337	6.947330186	0	2.650393523	2.852394393	0	2.506041285	1.776976109	3.172833551	4.015662252	5.387080466	1.913359701	2.348941901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43968888	3.503743442	1.510356507	3.72944442	3.632778267	2.756825723	4.570776926	12.16462157	4.53756468	3.047795335	24.92971007	3.609704482	14.96272086	0	0	0.890617685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_5	0	0	0	0	0	0	0	0	0	1.031759353	2.095133455	1.414169158	1.641418113	1.305233869	2.20008563	0	0	0	0	0	0	1.600565717	1.009313498	0	1.102838106	1.593951195	0.878470144	1.669455302	0	0	1.332816197	1.616741275	0	0	0	0	0	0.986523557	1.233371582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.134754695	0	0	1.782485088	0	0	0	0	0	0	0	0	0	4.579152672	5.676748497	6.215991679	5.728049312	1.55321027	4.85918296	6.172875596	5.240684602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.167366584	6.847778877	13.86593096	6.52817727	4.283752772	6.711034298	7.05951551	1.632858881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
